ANO_LETIVO;CODIGO_CIE;CODIGO_INEP;CodigoDiretoria;NomeDiretoria;NomeEscola;NomeMunicipio;ANOS_INICIAIS;ANOS_FINAIS;ENSINO_MÉDIO
2021;40460;35040460;10101;NORTE 1;OSMAR BASTOS CONCEICAO PROFESSOR;SAO PAULO;5,43;;
2021;40472;35040472;10211;LESTE 3;ORLANDO SILVA;SAO PAULO;4,24;;
2021;40496;35040496;10501;MOGI DAS CRUZES;TADAO SAKAI VEREADOR;MOGI DAS CRUZES;;2,57;2,3
2021;40502;35040502;10503;ITAQUAQUECETUBA;JOSE BARBOSA DE ARAUJO VEREADOR;ITAQUAQUECETUBA;;1,8;0,15
2021;40514;35040514;10502;SUZANO;SEBASTIAO PEREIRA VIDAL;SUZANO;;3,47;2,05
2021;40548;35040548;10703;ITAPEVI;NESTOR DE CAMARGO PREFEITO;BARUERI;;;3,7
2021;40551;35040551;10703;ITAPEVI;LENIO VIEIRA DE MORAES PROFESSOR;BARUERI;;;1,12
2021;40587;35040587;10701;CARAPICUIBA;LUIZ PEREIRA SOBRINHO PROFESSOR;CARAPICUIBA;3,25;2,81;1,92
2021;40599;35040599;10701;CARAPICUIBA;JOSE BENICIO DOS SANTOS;CARAPICUIBA;3,2;;
2021;40605;35040605;10701;CARAPICUIBA;JORGE JULIAN;CARAPICUIBA;;2,65;
2021;40617;35040617;10701;CARAPICUIBA;DERVILLE ALLEGRETTI DEPUTADO;CARAPICUIBA;;2,53;1,26
2021;40629;35040629;10701;CARAPICUIBA;MARIA MARQUES DE NORONHA PROFESSORA;CARAPICUIBA;2,82;;
2021;40654;35040654;10706;TABOAO DA SERRA;MARIA NELIDA SAMPAIO DE MELLO DONA;EMBU DAS ARTES;4,72;3,05;
2021;40666;35040666;10706;TABOAO DA SERRA;ROSANA SUELI FUNARI PROFESSORA;EMBU DAS ARTES;;2,82;2,04
2021;40678;35040678;10706;TABOAO DA SERRA;RUBEM CARLOS LUDWIG GENERAL;EMBU DAS ARTES;;2,69;1,54
2021;40685;35040685;10706;TABOAO DA SERRA;EDUARDO VAZ DOUTOR;EMBU DAS ARTES;;2,52;1,45
2021;40691;35040691;10706;TABOAO DA SERRA;ISABEL LUCCI DE OLIVEIRA PROFESSORA;EMBU DAS ARTES;;2,56;1,78
2021;40708;35040708;10702;ITAPECERICA DA SERRA;LEONICE DE AQUINO OLIVEIRA;EMBU-GUACU;;2,5;2,35
2021;40721;35040721;10702;ITAPECERICA DA SERRA;SALVADOR DE LEONE;ITAPECERICA DA SERRA;;4,05;3,64
2021;40733;35040733;10702;ITAPECERICA DA SERRA;MASSAKO HIGASHIOKA PROFESSORA;ITAPECERICA DA SERRA;;3,19;2,73
2021;40745;35040745;10702;ITAPECERICA DA SERRA;EDUARDO ROBERTO DAHER;ITAPECERICA DA SERRA;4,38;2,93;1,49
2021;40757;35040757;10702;ITAPECERICA DA SERRA;JOAQUIM FERNANDO PAES DE BARROS NETO;ITAPECERICA DA SERRA;;4,05;2,75
2021;40769;35040769;10706;TABOAO DA SERRA;DOMINGOS MIGNONI;TABOAO DA SERRA;;4,46;3,5
2021;40770;35040770;10704;OSASCO;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;OSASCO;;3,15;1,57
2021;40800;35040800;10704;OSASCO;ARMANDO GABAN PROFESSOR;OSASCO;;2,7;1,27
2021;40824;35040824;20102;SANTOS;IGNACIO MIGUEL ESTEFNO;GUARUJA;;2,24;1,67
2021;40836;35040836;20204;PINDAMONHANGABA;YONNE CESAR GUAYCURU DE OLIVEIRA PROFESSORA;PINDAMONHANGABA;;;1,47
2021;40848;35040848;20301;APIAI;MARIA DE ALBUQUERQUE DIAS BAPTISTA PROFA;ITAPIRAPUA PAULISTA;;2,6;1,51
2021;40859;35040859;20404;CAMPINAS OESTE;PROCOPIO FERREIRA;CAMPINAS;4,53;3,89;2,63
2021;40861;35040861;20417;CAMPINAS LESTE;LEONOR ZUHLKE FALSON PROFESSORA;CAMPINAS;3,92;;
2021;40873;35040873;20404;CAMPINAS OESTE;JAMIL GADIA DEPUTADO;CAMPINAS;;3,92;3,65
2021;40885;35040885;20407;JUNDIAI;JOCENY VILLELA CURADO PROFESSORA;JUNDIAI;;3,33;3,49
2021;40939;35040939;20601;BAURU;CARLOS CHAGAS DR;BAURU;3,37;1,97;0,87
2021;40964;35040964;10207;LESTE 1;LEONOR RENDESI PROFESSORA;SAO PAULO;4,57;3,08;2,14
2021;40976;35040976;10207;LESTE 1;PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR;SAO PAULO;;2,77;2,19
2021;40988;35040988;10207;LESTE 1;MARIA AUGUSTA CORREA PROFESSORA;SAO PAULO;3,75;3,33;2,36
2021;40997;35040997;10317;SUL 1;CLOVIS DE OLIVEIRA PROFESSOR DOUTOR;SAO PAULO;;2,08;2,11
2021;41002;35041002;10314;SUL 2;RONALDO GARIBALDI PERETTI PROFESSOR;SAO PAULO;;2,67;1,57
2021;41014;35041014;10317;SUL 1;GUIOMAR NOVAES;SAO PAULO;4,8;;
2021;41026;35041026;10314;SUL 2;JOITI HIRATA;SAO PAULO;5,98;;2,39
2021;41038;35041038;10314;SUL 2;ANTONIO MANOEL ALVES DE LIMA;SAO PAULO;;2,89;2,22
2021;41048;35041048;10317;SUL 1;MANOEL TABACOW HIDAL PROFESSOR;SAO PAULO;;2,41;1,54
2021;41051;35041051;10314;SUL 2;CAROLINA CINTRA DA SILVEIRA PROFESSORA;SAO PAULO;;3,14;1,97
2021;41063;35041063;10314;SUL 2;LUIS MAGALHAES DE ARAUJO PROFESSOR;SAO PAULO;;;2,34
2021;41075;35041075;10401;CAIEIRAS;ARTHUR WEINGRILL;MAIRIPORA;;4,22;
2021;41099;35041099;10403;GUARULHOS NORTE;ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR;GUARULHOS;;;2,39
2021;41105;35041105;10501;MOGI DAS CRUZES;SYLVIA MAFRA MACHADO PROFESSORA;MOGI DAS CRUZES;;2,45;0,92
2021;41117;35041117;10501;MOGI DAS CRUZES;IRACEMA BRASIL DE SIQUEIRA PROFESSORA;MOGI DAS CRUZES;;3,46;
2021;41129;35041129;10501;MOGI DAS CRUZES;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;MOGI DAS CRUZES;;3,57;
2021;41130;35041130;10501;MOGI DAS CRUZES;NARCISO YAGUE GUIMARAES VEREADOR;MOGI DAS CRUZES;;2,64;1,48
2021;41142;35041142;10501;MOGI DAS CRUZES;THIMOTEO VAN DEN BROECK FREI;MOGI DAS CRUZES;;3,65;
2021;41154;35041154;10503;ITAQUAQUECETUBA;SILVIA GAMA BALABEN PROFESSORA;POA;;3,6;2,67
2021;41166;35041166;10502;SUZANO;JUSTINO MARCONDES RANGEL PROFESSOR;FERRAZ DE VASCONCELOS;;2,64;1,98
2021;41178;35041178;10601;DIADEMA;OSWALDO LACERDA GOMES CARDIM PROFESSOR;DIADEMA;;3,61;2,68
2021;41185;35041185;10601;DIADEMA;ANA MARIA POPPOVIC;DIADEMA;;2,57;1,96
2021;41191;35041191;10601;DIADEMA;RODRIGO SOARES JUNIOR JORNALISTA;DIADEMA;5,41;;
2021;41221;35041221;10602;MAUA;ISAMO SERIKIYAKU PROFESSOR;MAUA;3,5;2,1;
2021;41233;35041233;10602;MAUA;MARIO ALEXANDRE FARO NIERI;RIBEIRAO PIRES;5,3;4,32;
2021;41245;35041245;10602;MAUA;DI CAVALCANTI;RIBEIRAO PIRES;;3,36;
2021;41257;35041257;10606;SAO BERNARDO DO CAMPO;FAUSTINA PINHEIRO SILVA PROFESSORA;SAO BERNARDO DO CAMPO;;4,5;
2021;41269;35041269;10606;SAO BERNARDO DO CAMPO;DOMINGOS PEIXOTO DA SILVA PROFESSOR;SAO BERNARDO DO CAMPO;;2,89;1,7
2021;41270;35041270;10606;SAO BERNARDO DO CAMPO;JULIETA VIANNA SIMOES DE SANT ANNA PROFESSORA;SAO BERNARDO DO CAMPO;;3,78;
2021;41282;35041282;10606;SAO BERNARDO DO CAMPO;MARIA OSORIO TEIXEIRA PROFESSORA;SAO BERNARDO DO CAMPO;;2,9;2,05
2021;41294;35041294;10606;SAO BERNARDO DO CAMPO;JEAN PIAGET;SAO BERNARDO DO CAMPO;;4,29;
2021;41300;35041300;10606;SAO BERNARDO DO CAMPO;NAIL FRANCO DE MELLO BONI PROFESSORA;SAO BERNARDO DO CAMPO;;2,73;2,3
2021;41324;35041324;10701;CARAPICUIBA;NIDELSE MARTINS DE ALMEIDA PROFESSORA;CARAPICUIBA;4,68;;
2021;41336;35041336;10701;CARAPICUIBA;JOAO GARCIA DE HARO PROFESSOR;CARAPICUIBA;2,41;1,9;1,61
2021;41348;35041348;10701;CARAPICUIBA;BASILIO BOSNIAC;CARAPICUIBA;4,57;3,39;2,1
2021;41373;35041373;10703;ITAPEVI;JOAO BATISTA SOLDE;JANDIRA;;2,53;1,5
2021;41385;35041385;10703;ITAPEVI;MOACIR THOMAZ DA SILVA;JANDIRA;;2,82;1,8
2021;41439;35041439;20301;APIAI;OSWALDINA SANTOS PROFA;APIAI;4,33;2,13;1,21
2021;41440;35041440;20301;APIAI;HERMINIA DA SILVEIRA MELLO DONA;BARRA DO CHAPEU;;1,06;1,79
2021;41452;35041452;20301;APIAI;ANEZIA AMORIM MARTINS PROFA;ITAOCA;2,38;0,94;0,74
2021;41488;35041488;20409;MOGI MIRIM;CANDIDO DE MOURA PROF;ITAPIRA;;2,84;2,06
2021;41497;35041497;20413;SAO JOAO DA BOA VISTA;CARLOS LIMA DIAS DOUTOR;MOCOCA;;3,06;2,01
2021;41506;35041506;20413;SAO JOAO DA BOA VISTA;ABELARDO CESAR DOUTOR;ESPIRITO SANTO DO PINHAL;0,56;0,88;
2021;41531;35041531;20507;RIBEIRAO PRETO;JENNY DE TOLEDO PIZA SCHROEDER PROFESSORA;RIBEIRAO PRETO;;2,45;1,12
2021;41592;35041592;21102;REGISTRO;ALAY JOSE CORREA VEREADOR;REGISTRO;;2,27;2,63
2021;41609;35041609;10318;SUL 3;SANTO DIAS DA SILVA;SAO PAULO;;2,79;2,59
2021;41610;35041610;20102;SANTOS;LAMIA DEL CISTIA;GUARUJA;;2,33;
2021;41634;35041634;20103;SAO VICENTE;MARIA DULCE MENDES PROFESSORA;SAO VICENTE;;2,8;1,76
2021;41646;35041646;20308;SOROCABA;WALDEMAR DE FREITAS ROSA PROFESSOR;SOROCABA;5,65;;
2021;41658;35041658;20308;SOROCABA;GUMERCINDO GONCALVES;SOROCABA;5,73;;
2021;41661;35041661;20408;LIMEIRA;NELSON STROILI PROFESSOR;RIO CLARO;;3,31;2,4
2021;41671;35041671;10208;LESTE 4;AMADOR ARRUDA MENDES PROF;SAO PAULO;5,32;;
2021;41683;35041683;10101;NORTE 1;OTTO DE BARROS VIDAL PROFESSOR;SAO PAULO;4,74;;
2021;41695;35041695;10205;LESTE 5;GUILHERME GIORGI COMENDADOR;SAO PAULO;3,88;3,22;
2021;41701;35041701;10208;LESTE 4;MARIA LOURDES ROSARIO NEGREIROS PROFA;SAO PAULO;4,56;;
2021;41713;35041713;10208;LESTE 4;JOSE DE OLIVEIRA ORLANDI;SAO PAULO;;3,36;2
2021;41725;35041725;10208;LESTE 4;MARIA FERRAZ DE CAMPOS PROFA;SAO PAULO;3,45;2,48;2,42
2021;41737;35041737;10317;SUL 1;FLAVIO JOSE OSORIO NEGRINI PROFESSOR;SAO PAULO;;2,67;1,77
2021;41749;35041749;10314;SUL 2;ALBERTO BADRA DOUTOR;SAO PAULO;4,88;;
2021;41750;35041750;10317;SUL 1;DUGLAS TEIXEIRA MONTEIRO PROFESSOR;SAO PAULO;4,74;3,24;2,21
2021;41762;35041762;10318;SUL 3;MARIA JUVENAL HOMEM DE MELLO PROFA;SAO PAULO;4,25;3,35;2,17
2021;41774;35041774;10318;SUL 3;EMILIO WARWICK KERR PASTOR;SAO PAULO;4,4;2,98;2,36
2021;41786;35041786;10314;SUL 2;JOSEPHINA CINTRA DAMIAO PROFESSORA;SAO PAULO;3,06;2,11;1,64
2021;41798;35041798;10318;SUL 3;ERODICE PONTES DE QUEIROZ REV;SAO PAULO;3,08;2,59;1,66
2021;41804;35041804;10318;SUL 3;SAMUEL WAINER;SAO PAULO;;2,92;2,06
2021;41836;35041836;10401;CAIEIRAS;ISAURA VALENTINI HANSER PROFA;CAIEIRAS;3;;
2021;41853;35041853;10401;CAIEIRAS;AFONSO MORENO;FRANCISCO MORATO;;2,8;1,73
2021;41889;35041889;10403;GUARULHOS NORTE;CARLOS GIULIETTO;GUARULHOS;4,72;;
2021;41890;35041890;10403;GUARULHOS NORTE;GLAUBER ROCHA;GUARULHOS;5,57;;
2021;41907;35041907;20207;JACAREI;BENEDITO MANOEL DOS SANTOS;ARUJA;;3,39;
2021;41919;35041919;10402;GUARULHOS SUL;SEBASTIAO WALTER FUSCO;GUARULHOS;;2,42;1,74
2021;41920;35041920;10402;GUARULHOS SUL;LICINIO CARPINELLI PROFESSOR;GUARULHOS;;2,59;1,5
2021;41932;35041932;10403;GUARULHOS NORTE;ARY JORGE ZEITUNE PROFESSOR;GUARULHOS;;3,21;1,36
2021;41944;35041944;10501;MOGI DAS CRUZES;ENEDINA GOMES DE FREITAS PROFESSORA;MOGI DAS CRUZES;;2,93;2,2
2021;41956;35041956;10502;SUZANO;ANTONIO RODRIGUES DE ALMEIDA;SUZANO;5,41;3,71;
2021;41968;35041968;10602;MAUA;OLINDA FURTADO DE ALBUQUERQUE CAVALCANTE PROFESSORA;MAUA;4,33;;
2021;41973;35041973;10602;MAUA;MARLENE CAMARGO RIBEIRO PROFESSORA;MAUA;;3,3;2,5
2021;41981;35041981;10602;MAUA;FRANCISCO LOURENCO DE MELO PROFESSOR;RIO GRANDE DA SERRA;4,67;4,39;3,27
2021;41993;35041993;10602;MAUA;EDMUNDO LUIZ DE NOBREGA TEIXEIRA;RIO GRANDE DA SERRA;3,29;3,06;1,28
2021;42006;35042006;10603;SANTO ANDRE;JUAREZ TAVORA MARECHAL;SANTO ANDRE;;3,67;2,15
2021;42031;35042031;10606;SAO BERNARDO DO CAMPO;SANTA DALMOLIN DEMARCHI;SAO BERNARDO DO CAMPO;;3,57;2,16
2021;42043;35042043;10606;SAO BERNARDO DO CAMPO;PALMIRA GRASSIOTTO FERREIRA DA SILVA PROF;SAO BERNARDO DO CAMPO;;3,23;1,75
2021;42055;35042055;10606;SAO BERNARDO DO CAMPO;BRAZILIA TONDI DE LIMA;SAO BERNARDO DO CAMPO;;3,15;2,26
2021;42067;35042067;10706;TABOAO DA SERRA;MARIA CATHARINA COMINO;TABOAO DA SERRA;;2,99;1,97
2021;42092;35042092;20208;CARAGUATATUBA;MARIA GEMMA DE SOUZA OLIVEIRA PROFESSORA;ILHABELA;;;2,61
2021;42110;35042110;20102;SANTOS;ARTHUR DE CAMPOS GONCALVES PROFESSOR;GUARUJA;3,91;;
2021;42122;35042122;20102;SANTOS;LUCAS NOGUEIRA GARCEZ PROFESSOR;GUARUJA;;2,72;1,44
2021;42134;35042134;20102;SANTOS;IDALINO PINEZ PROFESSOR;GUARUJA;3,88;;
2021;42146;35042146;20102;SANTOS;WALDEMAR DA SILVA RIGOTTO PROFESSOR;GUARUJA;;2,68;1,03
2021;42161;35042161;20103;SAO VICENTE;CARMEN MIRANDA;PERUIBE;;;3,3
2021;42171;35042171;20103;SAO VICENTE;VILMA CATHARINA MOSCA LEONE PROFESSORA;PRAIA GRANDE;;;1,79
2021;42195;35042195;20103;SAO VICENTE;BALNEARIO DAS PALMEIRAS;PRAIA GRANDE;;3,83;2,5
2021;42250;35042250;20204;PINDAMONHANGABA;JOSE PINTO MARCONDES PESTANA PROFESSOR;PINDAMONHANGABA;;;1,74
2021;42274;35042274;20204;PINDAMONHANGABA;WILSON PIRES CESAR PROFESSOR;PINDAMONHANGABA;;3,64;
2021;42286;35042286;20207;JACAREI;ADHERBAL DE CASTRO PROF;JACAREI;;3,38;1,88
2021;42298;35042298;20206;TAUBATE;GERALDO MARTINS DOS SANTOS PROFESSOR;PARAIBUNA;;2,57;1,15
2021;42304;35042304;20205;SAO JOSE DOS CAMPOS;DORIVAL MONTEIRO DE OLIVEIRA PROFESSOR;SAO JOSE DOS CAMPOS;;;1,92
2021;42316;35042316;20205;SAO JOSE DOS CAMPOS;MALBA THEREZA FERRAZ CAMPANER PROFESSORA;SAO JOSE DOS CAMPOS;5,63;4,05;1,97
2021;42328;35042328;20205;SAO JOSE DOS CAMPOS;NELSON DO NASCIMENTO MONTEIRO PROFESSOR;SAO JOSE DOS CAMPOS;;;3,46
2021;42336;35042336;20205;SAO JOSE DOS CAMPOS;DOMINGOS DE MACEDO CUSTODIO PROFESSOR;SAO JOSE DOS CAMPOS;5;4,44;
2021;42341;35042341;20206;TAUBATE;ROQUE PASSARELLI PROFESSOR;CACAPAVA;;4,28;2,61
2021;42389;35042389;20306;ITU;PERY GUARANY BLACKMAN PROF;ITU;;3,83;2,86
2021;42419;35042419;20308;SOROCABA;ELZA SALVESTRO BONILHA PROFESSORA;SOROCABA;4,21;3,35;2,43
2021;42420;35042420;20308;SOROCABA;RENATO SENECA DE SA FLEURY PROFESSOR;SOROCABA;;4,08;
2021;42444;35042444;20308;SOROCABA;MARINA GROHMANN SOARES FERNANDES PROFESSORA;SOROCABA;5,18;;
2021;42468;35042468;20310;VOTORANTIM;CLOTILDE BELINE CAPITANI PROFESSORA;VOTORANTIM;;3,65;2,87
2021;42473;35042473;20401;AMERICANA;CONSTANTINO AUGUSTO PINKE PROF;AMERICANA;;4,03;1,26
2021;42481;35042481;20401;AMERICANA;MARCELINO TOMBI PROF;AMERICANA;5,19;;
2021;42500;35042500;20415;SUMARE;LUIZ CAMPO DALL ORTO SOBRINHO;SUMARE;;;2,9
2021;42523;35042523;20415;SUMARE;LUIS HENRIQUE MARCHI PROFESSOR;SUMARE;4,39;3,2;2,3
2021;42547;35042547;20415;SUMARE;ZORAIDE PROENCA KAYSEL PROFESSORA;SUMARE;3,5;4,09;
2021;42559;35042559;20415;SUMARE;VITO CARMINE CERBASI PROFESSOR;SUMARE;;4,04;3,06
2021;42560;35042560;20415;SUMARE;MARIA CHEILA ALVES PROFESSORA;SUMARE;;3,27;2,85
2021;42572;35042572;20415;SUMARE;ANTONIO DO VALLE SOBRINHO;SUMARE;3,19;2,85;1,37
2021;42584;35042584;20403;BRAGANCA PAULISTA;JOSE PIRES ALVIM;ATIBAIA;;4,28;3,05
2021;42602;35042602;20403;BRAGANCA PAULISTA;AUGUSTA DO AMARAL PECANHA PROFESSORA;PIRACAIA;;3,24;3,1
2021;42614;35042614;20417;CAMPINAS LESTE;NEWTON SILVA TELLES PROFESSOR;CAMPINAS;4,38;;
2021;42626;35042626;20417;CAMPINAS LESTE;SEBASTIAO RAMOS NOGUEIRA PROFESSOR;CAMPINAS;;4,01;1,67
2021;42638;35042638;20404;CAMPINAS OESTE;NELI HELENA ASSIS DE ANDRADE PROFESSORA;CAMPINAS;5,65;;
2021;42648;35042648;20417;CAMPINAS LESTE;VITORIO JOSE ANTONIO ZAMARION PROFESSOR;CAMPINAS;6,77;;
2021;42651;35042651;20417;CAMPINAS LESTE;HILTON FEDERICI PROFESSOR;CAMPINAS;;3,24;1,28
2021;42705;35042705;20407;JUNDIAI;MARIA JOSE MAIA DE TOLEDO PROFA;JUNDIAI;;2,31;
2021;42730;35042730;20411;PIRASSUNUNGA;CUSTODIO ANGELO DE LIMA DOUTOR;LEME;;3,72;
2021;42742;35042742;20413;SAO JOAO DA BOA VISTA;JOSE NOGUEIRA DE BARROS PROFESSOR;SAO JOAO DA BOA VISTA;;2,42;
2021;42754;35042754;20413;SAO JOAO DA BOA VISTA;FRANCISCO DIAS PASCHOAL PROFESSOR;SAO JOAO DA BOA VISTA;;2,46;1,36
2021;42778;35042778;20501;ARARAQUARA;ALZIRA DIAS DE TOLEDO PIZA PROFA;AMERICO BRASILIENSE;;2,24;2,03
2021;42808;35042808;20504;FRANCA;IOLANDA RIBEIRO NOVAIS PROFA;FRANCA;4,97;;
2021;42870;35042870;20507;RIBEIRAO PRETO;RAFAEL LEME FRANCO PROFESSOR;RIBEIRAO PRETO;;3,44;2,83
2021;42882;35042882;20507;RIBEIRAO PRETO;ROMUALDO MONTEIRO DE BARROS PROFESSOR;RIBEIRAO PRETO;3,69;2,49;1,61
2021;42894;35042894;20509;SAO CARLOS;CONDE DO PINHAL;SAO CARLOS;;4,49;3,71
2021;42900;35042900;20511;TAQUARITINGA;JULIO ASCANIO MALLET PROF;ITAPOLIS;6,09;;
2021;42936;35042936;20601;BAURU;ARMINDA SBRISSIA IRMA;BAURU;;1,98;1,83
2021;42959;35042959;20602;JAU;FRANCISCO FERREIRA DELGADO JUNIOR CONEGO;BARRA BONITA;;3,1;2,52
2021;43023;35043023;20702;FERNANDOPOLIS;ARMELINDO FERRARI;FERNANDOPOLIS;;3,09;1
2021;43047;35043047;20710;SAO JOSE DO RIO PRETO;LEONOR DA SILVA CARRAMONA PROFESSORA;SAO JOSE DO RIO PRETO;;4,63;
2021;43059;35043059;20710;SAO JOSE DO RIO PRETO;MARIA GALANTE NORA PROFESSORA;SAO JOSE DO RIO PRETO;;3,38;2,09
2021;43102;35043102;20803;BIRIGUI;LYDIA HELENA FRANDSEN STUHR PROFESSORA;BIRIGUI;;3,52;2,1
2021;43114;35043114;20804;PENAPOLIS;ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA;PENAPOLIS;;4,28;2,69
2021;43138;35043138;20904;PRESIDENTE PRUDENTE;MARCIO DE SOUZA E MELLO MARECHAL DO AR;ALVARES MACHADO;;;1,75
2021;43148;35043148;20904;PRESIDENTE PRUDENTE;PLACIDIO BRAGA NOGUEIRA PROFESSOR;PRESIDENTE PRUDENTE;;3,61;
2021;43151;35043151;20904;PRESIDENTE PRUDENTE;CLOTILDE VEIGA DE BARROS PROFESSORA;PRESIDENTE PRUDENTE;;2,97;1,51
2021;43205;35043205;21001;ASSIS;JARDIM SAO FRANCISCO;CANDIDO MOTA;4,31;;
2021;43230;35043230;21001;ASSIS;MARIA ANGELA BATISTA DIAS PROFA;PARAGUACU PAULISTA;;;1,51
2021;43242;35043242;21003;MARILIA;ANTONIO REGINATO PROF;MARILIA;;3,63;2,3
2021;43254;35043254;21003;MARILIA;JOSE ALFREDO DE ALMEIDA;MARILIA;;2,62;1,55
2021;43266;35043266;21003;MARILIA;APARECIDA LOPES RAMOS PROFA;ORIENTE;4,18;;
2021;43278;35043278;21102;REGISTRO;GENI CUNHA;CANANEIA;;2,32;1,67
2021;43291;35043291;21102;REGISTRO;JOSE PACHECO LOMBA;REGISTRO;;3,05;2,21
2021;43308;35043308;10312;CENTRO OESTE;JOSE AMERICO DE ALMEIDA DOUTOR;SAO PAULO;3;;
2021;43312;35043312;10403;GUARULHOS NORTE;BOM PASTOR;GUARULHOS;4,14;;
2021;43321;35043321;10601;DIADEMA;JOAO DE MELO MACEDO;DIADEMA;3,89;2,82;2,23
2021;43333;35043333;10703;ITAPEVI;NERCY AMELIA MARTELINI DAHER PROFESSORA;PIRAPORA DO BOM JESUS;;;1,34
2021;43345;35043345;20102;SANTOS;MILTON BORGES YPIRANGA;GUARUJA;;1,85;1,34
2021;43357;35043357;20103;SAO VICENTE;ROSELIA BRAGA XAVIER PROFESSORA;ITANHAEM;;2,97;1,61
2021;43369;35043369;20301;APIAI;LUIZ PAGLIATO;GUAPIARA;;2,9;0,56
2021;43394;35043394;20304;ITAPETININGA;JOSE DA CONCEICAO HOLTZ PROF;ITAPETININGA;;4,31;1,67
2021;43412;35043412;20305;ITAPEVA;GERSON DE BARROS MARGARIDO PROFESSOR;ITAPEVA;;;2,63
2021;43497;35043497;20308;SOROCABA;ANTONIO CORDEIRO PROFESSOR;SOROCABA;;3,56;1,8
2021;43515;35043515;20409;MOGI MIRIM;ROMEU DE CAMPOS VERGAL DEP;SERRA NEGRA;3,1;;
2021;43539;35043539;20407;JUNDIAI;OROZIMBO SOSTENA PROFESSOR;JUNDIAI;;3,83;2,44
2021;43540;35043540;20501;ARARAQUARA;LUISA ROLFSEN PETRILLI PROFA;ARARAQUARA;4,44;;
2021;43552;35043552;20506;JABOTICABAL;JOAO DOMINGOS MADEIRA PROFESSOR;BEBEDOURO;;2,44;1,03
2021;43576;35043576;20510;SAO JOAQUIM DA BARRA;PEDRO AMAURI SILVA PROFESSOR;SAO JOAQUIM DA BARRA;4,27;;
2021;43588;35043588;20510;SAO JOAQUIM DA BARRA;GRAZIELA MALHEIRO FORTES PROFESSORA;SAO JOAQUIM DA BARRA;;3,81;
2021;43597;35043597;20601;BAURU;AZARIAS LEITE;BAURU;;2,83;2,29
2021;43631;35043631;20909;MIRANTE DO PARANAPANEMA;PORTO PRIMAVERA;ROSANA;5,71;3,55;1,56
2021;43655;35043655;21003;MARILIA;ORACINA CORREA DE MORAES RODINE PROFA;MARILIA;;2,21;2,08
2021;43679;35043679;21003;MARILIA;WANDA HELENA TOPPAN NOGUEIRA PROFA;MARILIA;;4,35;
2021;43722;35043722;10208;LESTE 4;OSWALDO ARANHA BANDEIRA DE MELLO PROF;SAO PAULO;4,02;;
2021;43734;35043734;10210;LESTE 2;MATTATHIAS GOMES DOS SANTOS REV;SAO PAULO;4,96;3,18;2,24
2021;43746;35043746;10211;LESTE 3;FRANCISCO DE ASSIS PIRES CORREA PROFESSOR;SAO PAULO;;3,15;2,44
2021;43771;35043771;10317;SUL 1;JULIA DELLA CASA PAULA PROFESSORA;SAO PAULO;;2,07;1,13
2021;43795;35043795;10501;MOGI DAS CRUZES;JOSE AYUMAR GONCALVES DE MIRANDA PROFESSOR;MOGI DAS CRUZES;;2,94;1,47
2021;43825;35043825;10503;ITAQUAQUECETUBA;ESTANCIA PARAISO;ITAQUAQUECETUBA;;2,99;
2021;43849;35043849;10602;MAUA;SADA UMEIZAWA PROFESSORA;MAUA;4,09;2,34;1,15
2021;43850;35043850;10701;CARAPICUIBA;CARLOS DIAS DE SANT ANNA PROFESSOR;COTIA;;3,77;
2021;43862;35043862;10701;CARAPICUIBA;REPUBLICA DA COSTA RICA;COTIA;;2,43;1,49
2021;43886;35043886;10703;ITAPEVI;JOSE THEOTONIO DOS SANTOS PROFESSOR;ITAPEVI;;2,77;1,92
2021;43916;35043916;20206;TAUBATE;AMACIO MAZZAROPI;TAUBATE;;;1,93
2021;43928;35043928;10208;LESTE 4;JORGE DUPRAT FIGUEIREDO;SAO PAULO;;3,3;1,9
2021;43936;35043936;10318;SUL 3;MARIO LOPES LEAO DR;SAO PAULO;;3,74;2,48
2021;43941;35043941;10318;SUL 3;JACOB THOMAZ ITAPURA DE MIRANDA PROF;SAO PAULO;4,07;;
2021;43953;35043953;10314;SUL 2;HERCULANO DE FREITAS PROFESSOR;SAO PAULO;;2,34;1,87
2021;43965;35043965;20304;ITAPETININGA;ELISIARIO MARTINS DE MELLO PROF;ITAPETININGA;7,37;3,8;
2021;43977;35043977;10501;MOGI DAS CRUZES;JOSE CARLOS PRESTES PROFESSOR;BIRITIBA-MIRIM;;;1,96
2021;43989;35043989;10503;ITAQUAQUECETUBA;NANCI CRISTINA DO ESPIRITO SANTO PROFESSORA;POA;;3,25;2,15
2021;43990;35043990;10503;ITAQUAQUECETUBA;CICERO ANTONIO DE SA RAMALHO PROFESSOR;ITAQUAQUECETUBA;;2,6;2,51
2021;44027;35044027;10317;SUL 1;AMELIA MONCON RAMPONI PROFESSORA;SAO PAULO;4,09;;
2021;44040;35044040;20602;JAU;FANNY ALTAFIM MACIEL PROFESSORA;MACATUBA;;2,59;1,11
2021;44064;35044064;20601;BAURU;JOSE RANIERI PROF;BAURU;4,87;;
